Campus,Account Amount,Bilingual Spending
146907703,292950,
146907720,30366,
146907750,403464,
146907999,5402852,
147901000,10106145,
147901001,1581311,375.0
147901101,1495438,10706.0
147901701,230342,
147901702,553,
147901703,13766,
147901750,87391,
147901999,2045294,
147902000,30233722,
147902001,5828561,23071.0
147902042,2373117,18396.0
147902101,3067207,42361.0
147902104,3567817,63424.0
147902701,309429,
147902702,40403,
147902703,397724,
147902750,295112,
147902999,8785973,
147903000,36285107,
147903002,5601871,31607.0
147903042,2831935,2673.0
147903101,1087913,564.0
147903103,3616270,78195.0
147903105,3046950,66660.0
147903700,11924,
147903701,265718,
147903702,48155,
147903703,140026,
147903720,257091,1124.0
147903750,513626,
147903999,5880537,26157.0
148901000,8872915,
148901001,2315640,14369.0
148901101,1354668,35987.0
148901699,25508,5109.0
148901701,192236,
148901702,18483,
148901703,38293,
148901750,249598,
148901999,1335431,
148902000,6827116,
148902001,1443668,29598.0
148902701,162857,
148902702,3600,
148902703,24941,
148902750,127334,
148902999,1784284,
148903000,4955474,
148903001,1502549,1930.0
148903701,211419,
148903702,4700,
148903703,46240,
148903750,107205,
148903999,2184701,
148905000,7378283,
148905101,1852321,7909.0
148905701,123019,
148905702,12147,
148905703,15114,
148905750,117497,
148905999,250062,
149901000,34801441,
149901001,3455228,4473.0
149901041,1534938,4381.0
149901101,1895914,4134.0
149901102,2316606,6859.0
149901701,325423,
149901702,13572,
149901703,215792,
149901750,311507,
149901999,3940184,
149902000,28739649,
149902001,3437136,
149902101,2861062,40506.0
149902701,303039,
149902702,5274,
149902703,506886,
149902750,310749,
149902999,17102054,
150901000,65860551,
150901001,5219089,23063.0
150901041,4036279,10453.0
150901101,2995413,54.0
150901102,3523544,767.0
150901699,15313,5270.0
150901701,341466,
150901702,9334,
150901703,376962,
150901750,554219,
150901998,306190,3508.0
150901999,39319566,920.0
152901000,794090432,
152901007,1630031,
152901009,1978107,
152901011,1945115,
152901015,518353,
152901017,1080694,
152901020,15749372,
152901021,9874448,
152901022,13589424,
152901023,15088175,1269.0
152901024,3868624,
152901061,5508815,176.0
152901062,4225692,489.0
152901063,7697040,
152901064,6146783,
152901065,6558385,
152901066,4744251,
152901067,4585168,
152901068,4764395,72.0
152901069,4259692,
152901155,4138203,
152901156,4120983,87854.0
152901159,2977780,40.0
152901160,2290749,
152901161,1649152,
152901162,6526911,
152901163,3591184,143070.0
152901165,3580781,
152901166,3949879,
152901168,1877830,
152901169,4477899,115115.0
152901170,2462040,150.0
152901174,2848401,
152901176,3656123,222.0
152901177,3529580,11561.0
152901178,3141109,58.0
152901179,4303041,
152901180,3014077,
152901183,5835198,
152901184,3203918,
152901186,3109413,
152901187,3959620,242.0
152901188,3161925,
152901189,5197361,226.0
152901190,2967944,
152901191,1797985,
152901192,4094105,
152901193,6221809,268.0
152901194,5468914,
152901195,4441292,
152901196,4315588,
152901699,289741,-1109.0
152901701,446468,
152901702,378273,
152901703,1491540,
152901720,4508974,
152901750,4466184,
152901751,4533823,
152901999,102078902,73045.0
152902000,15458985,
152902001,2639631,
152902041,1519898,
152902101,2032963,7981.0
152902701,368166,
152902702,24774,
152902703,48562,
152902750,176838,
152902999,3598764,
152903000,26838608,
152903001,6620789,
152903008,85435,
152903042,2754388,
152903101,1829015,
152903103,3655961,
152903699,5730,5285.0
152903701,348266,
152903702,45790,
152903703,65853,
152903750,414223,
152903751,1790455,
152903999,5673133,20159.0
152906000,180773795,
152906001,13216152,17.0
152906003,396071,
152906041,4601920,13.0
152906042,4888458,353.0
152906101,4220310,2730.0
152906103,5767480,17.0
152906104,3919553,2619.0
152906105,4052690,20630.0
152906106,3123051,
152906701,429483,
152906702,31103,
152906703,492277,
152906720,12033,
152906750,1123810,
152906999,73894853,10276.0
152907000,279307657,
152907001,25006445,267621.0
152907041,5167531,33739.0
152907042,5962431,166871.0
152907043,5105425,2289.0
152907103,3934448,78282.0
152907104,3561563,131097.0
152907105,3918670,89676.0
152907106,4294015,723541.0
152907107,5403298,41953.0
152907108,3836471,82857.0
152907109,4051694,36682.0
152907111,3913811,36423.0
152907699,39389,29580.0
152907701,345538,
152907702,92698,
152907703,630952,
152907750,5401293,
152907999,32404545,12611.0
152908000,24569067,
152908001,3123565,950.0
152908041,1903035,4117.0
152908101,3853950,42537.0
152908699,375,
152908701,220302,
152908702,19860,
152908703,45798,
152908750,309519,
152908999,4857842,
152909000,28841573,
152909001,4956522,1500.0
152909002,6624,
152909003,55944,
152909041,3009577,1643.0
152909101,2081872,826.0
152909102,2482186,1269.0
152909701,475182,
152909702,19752,
152909703,81847,
152909720,4983,
152909750,329361,
152909751,2305166,
152909999,6861193,9742.0
152910000,18241845,
152910001,3441979,
152910041,2027302,
152910101,2550672,36444.0
152910701,240597,
152910702,16526,
152910703,44387,
152910750,270691,
152910999,4645908,
153903000,10867731,
153903001,3393914,10320.0
153903699,4084,
153903701,174212,
153903702,26053,
153903703,56673,
153903720,3005,
153903750,250490,
153903999,2238558,
153904000,42340444,
153904001,2218369,774.0
153904041,1171595,317.0
153904101,2192615,317.0
153904701,200855,
153904702,19776,
153904703,75690,
153904720,7588,
153904750,213928,
153904751,1381373,
153904999,8351857,
153905000,10055638,
153905001,3731936,3990.0
153905701,145418,
153905702,11869,
153905703,36446,
153905750,164333,
153905999,2780872,
153907000,3615490,
153907001,1868456,6795.0
153907701,104429,
153907702,17820,
153907703,3772,
153907750,120313,
153907999,710132,
154901000,41671620,
154901001,7160605,158938.0
154901041,3927413,1115.0
154901101,4225822,154173.0
154901102,3881188,74605.0
154901699,37324,2794.0
154901701,445178,
154901702,39893,
154901703,314844,
154901750,409828,
154901998,191801,
154901999,6689976,44250.0
154903000,11716576,
154903001,2916467,2883.0
154903701,189947,
154903703,111763,
154903720,50277,
154903750,168577,
154903999,2035088,
155901000,24877340,
155901002,3973724,1221.0
155901041,2991323,1150.0
155901102,3528176,3620.0
155901103,1134613,585.0
155901701,163709,
155901702,5334,
155901703,350428,
155901720,118289,
155901750,236956,
155901999,4796667,
156902000,72026370,
156902001,3241716,90.0
156902041,2638736,90.0
156902101,4168743,54982.0
156902699,56659,
156902701,247281,
156902702,52082,
156902703,209185,
156902750,705098,
156902999,30681754,
156905000,78934737,
156905001,3599858,6044.0
156905701,315002,
156905702,730,
156905703,179199,
156905750,99384,
156905999,52199813,
157901000,15733995,
157901001,3685692,10777.0
157901041,2060500,5124.0
157901101,2308719,17307.0
157901701,172123,
157901702,14675,
157901703,269396,
157901720,622,
157901750,284144,
157901998,325815,
157901999,2057877,
158901000,111595643,
158901001,16309255,5420.0
158901041,12318495,3626.0
158901101,3576898,23916.0
158901102,11313094,211695.0
158901104,9340952,8568.0
158901701,375440,
158901702,135276,
158901703,244213,
158901750,1206889,
158901751,3503757,
158901999,21325598,57796.0
158902000,35280129,
158902001,4815965,1699.0
158902041,1882024,18375.0
158902101,2368212,49908.0
158902102,1914964,7508.0
158902701,261017,
158902702,120426,
158902703,177646,
158902720,133068,
158902750,207529,
158902999,8373604,
158904000,4247557,
158904101,2077669,4475.0
158904701,51922,
158904702,9404,
158904703,39868,
158904750,121838,
158904999,1674246,
158905000,40879180,
158905001,4210335,457.0
158905041,2328600,
158905101,3244642,155164.0
158905102,1580212,34559.0
158905701,261400,
158905702,59983,
158905703,318494,
158905750,557581,
158905998,2717327,5425.0
158905999,6484094,470.0
158906000,69540488,
158906002,21362490,1309.0
158906041,11118269,5358.0
158906102,19141573,6540.0
158906103,966992,1481.0
158906701,357939,
158906702,4195,
158906703,130067,
158906750,397857,
158906751,89690,
158906998,325704,
158906999,10159767,1252.0
159901000,277159992,
159901001,19124270,88323.0
159901003,1025724,6028.0
159901004,18720494,62167.0
159901041,9189922,128384.0
159901042,9206228,191501.0
159901102,3488528,70833.0
159901103,4412676,110170.0
159901104,4778898,75143.0
159901105,4352946,72740.0
159901106,2698377,15339.0
159901107,1266977,400.0
159901109,3465533,71107.0
159901110,4092524,72338.0
159901111,3042726,46025.0
159901112,3871975,96317.0
159901113,3279978,71345.0
159901115,3994790,62240.0
159901116,3089723,50622.0
159901117,3353524,59413.0
159901118,3367220,72638.0
159901119,3959573,147922.0
159901120,4250333,74621.0
159901121,3947396,122004.0
159901122,3905847,76761.0
159901699,333021,67724.0
159901701,391607,
159901702,402202,
159901703,1035579,
159901750,4527865,
159901999,45017385,129244.0
160901000,25778415,
160901001,3508551,5048.0
160901041,2718410,1807.0
160901101,3789133,854.0
160901699,6634,
160901701,226322,
160901702,65498,
160901703,177373,
160901720,13130,
160901750,377221,
160901751,1424569,
160901999,8276081,3074.0
160904000,4001674,
160904001,2661272,
160904701,106719,
160904702,6537,
160904703,23613,
160904750,78188,
160904999,92261,
160905000,2615038,
160905001,1656728,21976.0
160905701,148825,
160905702,647,
160905703,18812,
160905750,72596,
160905999,131715,
161901000,12570923,
161901001,2882700,
161901101,2019803,14171.0
161901701,163117,
161901702,8764,
161901703,30262,
161901750,170918,
161901999,3302270,
161903000,420435033,
161903001,22222665,
161903004,54225,
161903041,8719058,132556.0
161903101,4331353,2694.0
161903102,4039294,4203.0
161903103,2275259,429.0
161903104,3703315,2643.0
161903105,4382728,2255.0
161903106,5117314,1937.0
161903107,4518285,5087.0
161903108,5497886,720.0
161903699,63787,34332.0
161903701,438555,
161903702,61987,
161903703,740502,
161903720,428355,
161903750,2656947,
161903999,30233188,34607.0
161906000,67588709,
161906002,7042890,101889.0
161906042,3438658,96875.0
161906103,4353697,52567.0
161906105,5085845,196013.0
161906106,3732648,85873.0
161906701,418577,
161906702,108461,
161906703,130164,
161906750,832403,
161906999,14458776,9423.0
161907000,33175045,
161907001,5202764,
161907004,2900,
161907041,3175121,
161907101,2878845,
161907102,2848616,1766.0
161907701,208572,
161907702,5228,
161907703,88174,
161907750,494801,
161907998,2210839,
161907999,3779845,63270.0
161908000,10197448,
161908002,3264579,38762.0
161908003,22500,
161908004,500,
161908102,2463115,6654.0
161908701,145722,
161908702,35019,
161908703,34596,
161908750,156294,
161908999,9994719,
161909000,50489669,
161909001,3713991,6744.0
161909041,2615173,26452.0
161909101,2478994,86579.0
161909102,1846797,144757.0
161909701,154857,
161909702,50903,
161909703,67167,
161909750,752602,
161909751,2377765,
161909999,4224440,
161910000,15775389,
161910001,2355215,221.0
161910041,1798287,6949.0
161910101,1590025,40858.0
161910102,238440,
161910701,258552,
161910702,4413,
161910703,32134,
161910750,139615,
161910999,3395632,
161912000,32662559,
161912001,3067083,8598.0
161912004,16040,
161912005,36000,
161912101,2407485,
161912701,282380,
161912702,12063,
161912703,99992,
161912750,160833,
161912999,2428091,
161914000,265011462,
161914002,16803006,19323.0
161914003,13575806,12334.0
161914004,658246,
161914005,2035272,2006.0
161914007,1785277,1989.0
161914043,6338327,11342.0
161914044,6522709,10442.0
161914048,5233400,9474.0
161914050,5727602,25532.0
161914101,5043703,68184.0
161914103,6021222,142782.0
161914104,4295761,45836.0
161914105,4317874,19112.0
161914106,4223554,54710.0
161914107,5660326,74673.0
161914109,3255794,17223.0
161914110,5152073,3667.0
161914112,3889802,58441.0
161914116,3239910,7853.0
161914120,4644906,16230.0
161914121,3575175,154456.0
161914127,5923911,45192.0
161914129,3099246,34482.0
161914130,4082170,11181.0
161914699,122439,
161914701,661535,
161914702,56759,
161914703,894035,
161914720,88534,
161914750,4583197,
161914751,2050131,
161914999,69669800,298412.0
161916000,78209252,
161916001,3618560,
161916004,7406,
161916042,2351342,
161916101,55,
161916102,4821705,20000.0
161916198,672261,
161916699,15842,
161916701,287170,
161916702,6937,
161916703,78712,
161916720,4620,
161916750,469594,
161916998,84468,
161916999,4755980,23.0
161918000,22240522,
161918001,3871763,5000.0
161918101,3123831,
161918199,1107916,
161918701,196712,
161918702,5889,
161918703,27095,
161918720,83216,
161918750,219781,
161918999,3307300,
161919000,14950827,
161919001,2476774,
161919041,1221441,
161919042,1286474,38358.0
161919101,1063489,
161919701,176098,
161919702,6894,
161919703,42634,
161919750,183704,
161919999,3055556,
161920000,48034633,
161920001,5994400,
161920002,165955,
161920041,2834592,
161920102,5589135,
161920104,3489511,
161920701,304467,
161920702,9774,
161920703,149570,
161920720,109733,
161920750,557295,
161920751,44898,
161920998,11102486,7933.0
161920999,100701,
161921000,44752669,
161921001,7915303,5771.0
161921041,3921626,7170.0
161921101,3609476,24079.0
161921104,2660416,1945.0
161921106,2023829,4738.0
161921699,2512,1450.0
161921701,340656,
161921702,50184,
161921703,105073,
161921750,688969,
161921999,8205226,3833.0
161922000,35833462,
161922001,6660829,
161922041,3516876,
161922101,2735542,
161922102,2644486,
161922103,3997738,
161922699,17602,
161922701,203652,
161922702,6287,
161922703,112426,
161922750,720388,
161922751,18658,
161922999,7734838,67233.0
161923000,20129414,
161923001,2403157,1167.0
161923041,1438498,947.0
161923101,2819882,2866.0
161923701,203254,
161923702,7746,
161923703,5324,
161923750,207733,
161923999,2558246,2508.0
161924000,4659461,
161924101,1757474,5187.0
161924701,124649,
161924702,9699,
161924703,11106,
161924750,20555,
161924999,207725,
161925000,5909128,
161925101,2733753,8271.0
161925701,92783,
161925703,6937,
162904000,59722926,
162904001,2937825,1150.0
162904701,189894,
162904702,1199,
162904703,478695,
162904750,128733,
162904999,30805199,
163901000,35343585,
163901001,4968624,5451.0
163901004,147482,
163901041,2860603,3133.0
163901101,3986879,6760.0
163901102,3062158,3666.0
163901699,18688,
163901701,328318,
163901702,26810,
163901703,114515,
163901750,523369,
163901999,8271388,18653.0
163902000,6161829,
163902001,4998264,4000.0
163902701,142251,
163902702,61739,
163902703,84935,
163902720,2127,
163902750,147799,
163902999,69281,
163903000,33573352,
163903001,3017034,16719.0
163903041,2032673,2021.0
163903101,2123533,13003.0
163903102,1548043,23382.0
163903699,24759,
163903701,262734,
163903702,37865,
163903703,51496,
163903750,346479,
163903999,5167098,
163904000,36900983,
163904001,10676091,4677.0
163904041,3666738,3864.0
163904102,3566514,3177.0
163904105,3260075,4542.0
163904699,3924,
163904701,206925,
163904702,7873,
163904703,199000,
163904750,501814,
163904751,229333,
163904999,5099841,1587.0
163908000,117491481,
163908001,12034341,2783.0
163908042,4346536,2222.0
163908043,5316765,23261.0
163908103,4123252,60797.0
163908104,4037085,34655.0
163908105,5183266,54109.0
163908106,5243469,24711.0
163908699,155894,
163908701,401669,
163908702,73058,
163908703,399214,
163908750,1368887,
163908999,54918785,1750.0
164901000,8644177,
164901001,1266238,24284.0
164901041,1818251,7795.0
164901701,179238,
164901702,5724,
164901703,95082,
164901750,121784,
164901751,1435741,
164901999,463821,
165901000,703115176,
165901002,16498833,31280.0
165901003,16157073,33078.0
165901004,2232453,4113.0
165901006,1972751,4716.0
165901007,3573512,
165901020,150823,
165901030,1887301,4099.0
165901041,6494029,10239.0
165901042,5977876,4608.0
165901044,5542786,1110.0
165901045,6620617,10664.0
165901046,7958636,4647.0
165901047,7445062,3466.0
165901101,3697722,29348.0
165901104,4035616,38770.0
165901106,4427674,34430.0
165901107,4090867,
165901108,3349252,
165901109,3916402,
