Campus Number,Bilingual Spending,Account Amount,2020 EL Denominator,2020 All Students Denominator,Percentage Bilingual Spending,2020 EL Pop Percent
101862001,,,,,,
101862002,,,6.0,152.0,,0.039473684210526314
101862003,,,,,,
101862004,,,,34.0,,
101862005,,,,44.0,,
101862006,,,,,,
101864041,,,,,,
101868001,,,,60.0,,
101868002,,,,,,
101870001,,,,,,
101870002,,,,,,
101871102,,,,,,
101872001,,,,,,
101873001,,,,,,
101874001,,,,,,
101875001,,,,,,
101876001,,,,,,
101878001,,,,,,
101902001,17706.0,23890627.0,260.0,731.0,0.000741127472292795,0.35567715458276333
101902002,495.0,8536220.0,9.0,177.0,5.798819618051081e-05,0.05084745762711865
101902003,9615.0,29141665.0,179.0,899.0,0.00032993996739719573,0.19911012235817574
101902004,21274.0,21753811.0,129.0,672.0,0.0009779435888268037,0.19196428571428573
101902005,11577.0,16923682.0,58.0,614.0,0.0006840709958979375,0.09446254071661238
101902008,495.0,2768104.0,,85.0,0.00017882276099452911,
101902012,28336.0,21726667.0,174.0,846.0,0.0013042037234703326,0.20567375886524822
101902013,495.0,4091378.0,9.0,92.0,0.00012098613230065762,0.09782608695652174
101902014,1712.0,9281837.0,,,0.00018444624700907804,
101902015,495.0,4258226.0,,,0.0001162455914740082,
101902041,7334.0,8606614.0,,,0.0008521353461419322,
101902042,495.0,5779215.0,,,8.565177104502947e-05,
101902043,27661.0,12785835.0,,,0.0021634097421091387,
101902044,20383.0,8204967.0,,,0.0024842269322960103,
101902045,11652.0,11002354.0,,,0.0010590460914091657,
101902046,20838.0,12555801.0,,,0.001659631273225818,
101902047,6098.0,8969542.0,,,0.0006798563404909637,
101902048,8378.0,8956610.0,,,0.0009353985492278887,
101902051,8343.0,8397548.0,,,0.000993504294348779,
101902052,33392.0,8983258.0,,,0.003717136922929298,
101902053,7731.0,9174263.0,,,0.0008426834940310736,
101902054,5925.0,9452423.0,,,0.0006268234081356706,
101902055,6228.0,9115846.0,,,0.0006832059251549445,
101902062,5199.0,4544828.0,,,0.0011439376803698623,
101902098,,,,,,
101902101,404615.0,7227802.0,,,0.05598036581522294,
101902103,257834.0,5704900.0,,,0.04519518308822241,
101902104,29150.0,4674572.0,,,0.0062358650160913125,
101902105,173546.0,5075839.0,,,0.03419060376028475,
101902106,200751.0,5072318.0,,,0.03957776306611691,
101902107,149537.0,5373001.0,,,0.02783118782222449,
101902108,,10209254.0,,18.0,,
101902110,153676.0,6579656.0,,,0.023356236253080708,
101902111,168273.0,4948628.0,,,0.03400397039341005,
101902112,212856.0,6706391.0,,,0.03173927675854271,
101902113,142496.0,4800383.0,,,0.029684298107046876,
101902114,152602.0,4877764.0,,,0.0312852364321029,
101902115,257729.0,4735351.0,,,0.05442658844085686,
101902116,155247.0,7115760.0,,,0.021817346284866267,
101902117,204536.0,5602441.0,,,0.03650837197571558,
101902118,126192.0,4657617.0,,,0.027093683314879692,
101902119,187901.0,5822099.0,,,0.03227375556478858,
101902121,145044.0,4653192.0,,,0.031170860776860272,
101902122,179962.0,4990901.0,,,0.03605801838185129,
101902123,159566.0,4341747.0,,,0.03675156567160638,
101902124,150140.0,4916765.0,,,0.030536338425773857,
101902125,222596.0,5285801.0,,,0.042112065891243354,
101902126,239244.0,4488742.0,,,0.0532986747734666,
101902128,197544.0,3883803.0,,,0.05086354791939756,
101902129,172516.0,5083489.0,,,0.03393653453366379,
101902130,157241.0,5745006.0,,,0.02737003233765117,
101902131,269566.0,4946902.0,,,0.0544918819899808,
101902132,169033.0,5013482.0,,,0.03371568901613689,
101902134,153910.0,5802418.0,,,0.026525148653544092,
101902135,127478.0,5726261.0,,,0.022261996091341277,
101902136,153082.0,5948767.0,,,0.02573339987933634,
101902137,186992.0,5444159.0,,,0.03434727016606238,
101902138,224704.0,6203112.0,,,0.036224398334255455,
101902139,234174.0,5532960.0,,,0.04232345796824846,
101902140,162080.0,5347037.0,,,0.03031211491523249,
101902141,132599.0,5082346.0,,,0.02609011665085376,
101902142,106391.0,3966652.0,,,0.026821359675615608,
101902143,151009.0,6272321.0,,,0.0240754578727715,
101902144,187735.0,4652669.0,,,0.040349958271263225,
101902145,198529.0,5095315.0,,,0.03896304742690099,
101902146,140656.0,5306481.0,,,0.026506455031121378,
101902151,62465.0,6491732.0,,,0.009622239488629537,
101902153,168716.0,6314634.0,,,0.02671825477137709,
101902154,109201.0,5598682.0,,,0.019504769158169726,
101902155,122769.0,6216883.0,,,0.019747677413263207,
101902161,62587.0,6162660.0,,,0.01015584179558827,
101902162,160062.0,5504216.0,,,0.029079890760100983,
101902163,125612.0,6468627.0,,,0.019418649429005567,
101902164,102858.0,6489284.0,,,0.015850438969846288,
101902165,83731.0,6545544.0,,,0.012792061286273531,
101902166,76196.0,5540855.0,,,0.013751668289460742,
101902167,52224.0,4823009.0,,,0.010828095075086943,
101903001,88528.0,30529059.0,176.0,913.0,0.0028997945858730855,0.1927710843373494
101903002,108783.0,30387166.0,179.0,960.0,0.003579899487829829,0.18645833333333334
101903003,72206.0,20002142.0,147.0,766.0,0.0036099133782771867,0.1919060052219321
101903005,,6005317.0,,,,
101903006,,5931470.0,,178.0,,
101903011,,1470879.0,,,,
101903012,,3037168.0,,92.0,,
101903041,66290.0,7328943.0,,,0.009044960507947735,
101903042,92750.0,7953558.0,,,0.011661447618788975,
101903043,35089.0,7078288.0,,,0.004957272153944569,
101903044,4351.0,6611815.0,,,0.0006580643892788894,
101903045,32606.0,8203479.0,,,0.003974655143262998,
101903046,57411.0,9150641.0,,,0.006273986707597861,
101903047,,,,,,
101903101,494668.0,7040694.0,,,0.07025841486648901,
101903102,225983.0,6108327.0,,,0.036995891018932026,
101903103,354848.0,6448619.0,,,0.05502697554313567,
101903104,208155.0,5340974.0,,,0.03897322847855091,
101903105,264429.0,6558973.0,,,0.04031561038595524,
101903106,28192.0,4659417.0,,,0.006050542374721988,
101903107,356967.0,5913357.0,,,0.06036621837646535,
101903108,99482.0,7305727.0,,,0.013616988425655653,
101903109,243097.0,6115705.0,,,0.03974962821130189,
101903110,55803.0,4615925.0,,,0.01208923455212119,
101903111,24809.0,5938266.0,,,0.004177818912120137,
101903112,41916.0,4878482.0,,,0.008592016942975294,
101903113,356722.0,5153130.0,,,0.06922433550094796,
101903114,263225.0,5667174.0,,,0.04644731218769708,
101903115,332921.0,7303493.0,,,0.04558380489992939,
101903116,542536.0,6652879.0,,,0.08154905567950356,
101903117,510380.0,8555818.0,,,0.05965297532041939,
101903118,371778.0,6670630.0,,,0.055733566394778306,
101903119,52371.0,7616691.0,,,0.006875820484249656,
101903120,193654.0,5808521.0,,,0.03333964015968953,
101903121,659729.0,6877437.0,,,0.09592657846229635,
101903122,569912.0,7854253.0,,,0.07256094246009137,
101903123,354757.0,7865295.0,,,0.04510409336204173,
101903124,256133.0,7968294.0,,,0.03214401978641852,
101903140,420492.0,6722419.0,,,0.0625506978960996,
101903141,211538.0,6966928.0,,,0.030363167238128482,
101903142,240141.0,7185558.0,,,0.03341995151942271,
101903143,163150.0,6324903.0,,,0.025794861992349923,
101903144,197265.0,6776741.0,,,0.029109124872855552,
101903145,305123.0,8635427.0,,,0.03533386362944183,
101903205,,,,,,
101905001,67095.0,36179461.0,86.0,627.0,0.0018545052398652373,0.1371610845295056
101905005,,1844773.0,14.0,68.0,,0.20588235294117646
101905041,44970.0,8269314.0,,,0.005438177822247408,
101905042,155915.0,6881799.0,,,0.022656139768104242,
101905043,46931.0,7721578.0,,,0.0060779027292089775,
101905101,131080.0,4380611.0,,,0.029922766481662033,
101905102,189065.0,5029449.0,,,0.03759159303534045,
101905103,131932.0,3983662.0,,,0.03311827158026961,
101905104,152075.0,4433865.0,,,0.03429851833558306,
101905105,212103.0,4748833.0,,,0.04466423645556708,
101905106,151710.0,5274079.0,,,0.028765211897660237,
101905107,8208.0,3107345.0,,,0.0026414833241883346,
101906001,4454.0,14026738.0,23.0,380.0,0.0003175364079659861,0.060526315789473685
101906004,,155303.0,9.0,65.0,,0.13846153846153847
101906042,51242.0,9018037.0,,,0.005682167859812507,
101906101,54680.0,4665034.0,,,0.011721243617945765,
101906102,53567.0,4402647.0,,,0.012166998626053827,
101906103,63703.0,3951401.0,,,0.01612162369751893,
101906104,51408.0,4031523.0,,,0.01275150854900245,
101906105,,290450.0,,,,
101906106,59.0,4949285.0,,,1.1920913828967214e-05,
101907002,32666.0,24248919.0,26.0,907.0,0.001347111597015933,0.02866593164277839
101907003,3881.0,23203869.0,60.0,822.0,0.00016725658983853081,0.072992700729927
101907004,2058.0,22835749.0,33.0,764.0,9.012185236402799e-05,0.04319371727748691
101907005,35018.0,21995575.0,35.0,758.0,0.0015920474913704234,0.04617414248021108
101907007,38201.0,22159116.0,68.0,831.0,0.001723940612071348,0.08182912154031288
101907009,1490.0,20700260.0,40.0,640.0,7.197977223474488e-05,0.0625
101907010,54383.0,23513100.0,52.0,716.0,0.0023128809046871744,0.07262569832402235
101907011,491.0,21936006.0,10.0,848.0,2.2383290741258914e-05,0.01179245283018868
101907012,929.0,20840823.0,20.0,485.0,4.457597475877032e-05,0.041237113402061855
101907013,29986.0,22245605.0,58.0,800.0,0.001347951651573423,0.0725
101907015,2185.0,18533414.0,,,0.00011789517031238821,
101907016,205.0,19046286.0,,,1.076325326627984e-05,
101907037,,,,,,
101907041,28751.0,10410898.0,,,0.002761625366034707,
101907042,45139.0,9850437.0,,,0.004582436291912734,
101907043,1437.0,10144134.0,,,0.00014165822336337434,
101907044,62531.0,9519739.0,,,0.006568562436428142,
101907045,34325.0,9267006.0,,,0.0037040010549253986,
101907046,1727.0,8751403.0,,,0.0001973397865462258,
101907047,3141.0,9999187.0,,,0.0003141255384062724,
101907048,68052.0,10015218.0,,,0.0067948595826870664,
101907049,531.0,8672422.0,,,6.122857028866908e-05,
101907050,66500.0,12011266.0,,,0.005536468845165864,
101907051,687.0,9362345.0,,,7.337905193624033e-05,
101907052,681.0,8811863.0,,,7.728218198580709e-05,
101907053,39247.0,9592226.0,,,0.004091542463657549,
101907054,263.0,8942722.0,,,2.940939011634265e-05,
101907055,23493.0,9002682.0,,,0.002609555685738983,
101907056,188.0,8567226.0,,,2.194409252189682e-05,
101907057,,8733599.0,,,,
101907058,1184.0,9701744.0,,,0.00012203991364851515,
101907059,,,,,,
101907101,275399.0,6970040.0,,,0.03951182489627032,
101907103,3386.0,6038873.0,,,0.0005607006472896516,
101907104,105957.0,6329678.0,,,0.01673971408972147,
101907105,79971.0,6919451.0,,,0.011557419801079594,
101907106,129309.0,7114417.0,,,0.018175628445732096,
101907107,81959.0,6340527.0,,,0.012926212600309092,
101907108,3690.0,5843263.0,,,0.0006314964772251395,
101907109,125191.0,6597784.0,,,0.018974704234027667,
101907110,71352.0,5658625.0,,,0.01260942366741037,
101907111,153939.0,6174739.0,,,0.024930446452878414,
101907112,98392.0,6951251.0,,,0.014154574478752098,
101907113,91412.0,7140274.0,,,0.012802309827325954,
101907115,549.0,5414551.0,,,0.00010139344887507754,
101907116,2980.0,5639561.0,,,0.0005284099241057948,
101907117,166582.0,5593554.0,,,0.029781065848296092,
101907118,76324.0,6191820.0,,,0.012326585721161146,
101907119,119530.0,6787318.0,,,0.017610785291038374,
101907120,73355.0,5754240.0,,,0.012747991046602158,
101907121,162327.0,6505551.0,,,0.024952075542871002,
101907122,78835.0,5308419.0,,,0.014850937727409988,
101907124,28839.0,6674104.0,,,0.004321029459534943,
101907125,70018.0,6650485.0,,,0.010528254706235711,
101907126,,5972182.0,,,,
101907127,92783.0,5657773.0,,,0.016399208663903625,
101907128,152801.0,5799457.0,,,0.026347466668000124,
101907129,84706.0,6612767.0,,,0.012809463874955825,
101907130,3084.0,5827042.0,,,0.0005292565250087437,
101907131,83331.0,6744192.0,,,0.012355964954734384,
101907132,94944.0,6914798.0,,,0.013730552938784328,
101907133,2340.0,6022928.0,,,0.000388515353329809,
101907134,115016.0,6415420.0,,,0.017928054593463874,
101907135,3317.0,5607521.0,,,0.0005915269867023236,
101907136,94155.0,6056244.0,,,0.015546764628373625,
101907137,72772.0,7170847.0,,,0.01014831302355217,
101907138,74676.0,5316654.0,,,0.01404567609628161,
101907139,3674.0,6189889.0,,,0.0005935486080606616,
101907140,,6105098.0,,,,
101907141,134428.0,6751190.0,,,0.019911748891676875,
101907142,84197.0,6474988.0,,,0.013003421782403303,
101907143,2716.0,5673995.0,,,0.0004786750781415916,
101907144,93735.0,6242886.0,,,0.015014690321111102,
101907145,93159.0,6374890.0,,,0.014613428623866451,
101907146,102671.0,6271851.0,,,0.0163701274153356,
101907147,25181.0,5848610.0,,,0.004305467452950359,
101907148,84783.0,6884174.0,,,0.012315638738939486,
101907149,416.0,6012288.0,,,6.919162887739243e-05,
101907150,99948.0,7108596.0,,,0.01406016040298253,
101907151,86519.0,6851920.0,,,0.012626971710119207,
101907152,113727.0,7518145.0,,,0.01512700273804243,
101907153,557.0,6334168.0,,,8.793577941096606e-05,
101907154,92725.0,7291863.0,,,0.01271622903502164,
101907155,10938.0,6298960.0,,,0.0017364771327330226,
101907156,,5719995.0,,,,
101907157,29641.0,5930997.0,,,0.004997642049051787,
101907158,543.0,4944351.0,,,0.00010982230023717977,
101907159,108480.0,6177095.0,,,0.01756165317191981,
101908001,62425.0,37698522.0,55.0,988.0,0.0016559004620923866,0.05566801619433198
101908007,,,,,,
101908041,9312.0,7939879.0,,,0.001172813842629088,
101908042,14471.0,17054703.0,,,0.0008485049549089187,
101908043,,6661860.0,,,,
101908044,3318.0,5875366.0,,,0.0005647307759210234,
101908101,869.0,29667184.0,,,2.9291624038196546e-05,
101908102,105264.0,7470933.0,,,0.014089806453892706,
101908104,90085.0,6663921.0,,,0.01351831751907023,
101908105,,5479878.0,,,,
101908106,223008.0,7962384.0,,,0.028007692168576646,
101908107,,5570988.0,,,,
101908108,,5753212.0,,,,
101908109,22666.0,4824631.0,,,0.004697975865926326,
101910002,19883.0,19055843.0,67.0,457.0,0.0010434070012016786,0.14660831509846828
101910003,48624.0,48712764.0,154.0,1178.0,0.0009981778081818557,0.1307300509337861
101910006,,,,,,
101910030,,1970720.0,,,,
101910041,16220.0,10521954.0,,,0.0015415387674190555,
101910042,31211.0,11296553.0,,,0.0027628781983318274,
101910043,16899.0,5411465.0,,,0.003122814247158579,
101910044,43936.0,8093463.0,,,0.005428578594848707,
101910045,19670.0,12295794.0,,,0.0015997340228699343,
101910101,164199.0,5839607.0,,,0.02811815932133789,
101910102,263703.0,6916546.0,,,0.038126400084666535,
101910104,165795.0,5661875.0,,,0.02928270228502042,
101910105,124528.0,9925947.0,,,0.012545704707067245,
101910106,157074.0,27541122.0,,,0.005703253484008386,
101910107,148429.0,6148125.0,,,0.024142157161736302,
101910108,234118.0,8264887.0,,,0.028326824069101007,
101910109,152583.0,5745095.0,,,0.026558829749551573,
101910110,184725.0,4778332.0,,,0.038658887662054456,
101910111,120650.0,5757049.0,,,0.020956917337337237,
101910112,134008.0,5417098.0,,,0.024737968558072976,
101910113,87011.0,5936885.0,,,0.01465600226381343,
101910114,105270.0,5823875.0,,,0.01807559399884098,
101910115,75168.0,6374557.0,,,0.011791878243460683,
101910116,266218.0,7205293.0,,,0.03694756063355092,
101911002,4067.0,16305208.0,38.0,432.0,0.00024942950743099996,0.08796296296296297
101911003,4754.0,26664930.0,52.0,507.0,0.00017828661091553587,0.10256410256410256
101911005,64.0,2614928.0,7.0,152.0,2.4474861258130243e-05,0.046052631578947366
101911006,,1484214.0,,,,
101911012,,,,,,
101911015,3664.0,16738472.0,16.0,444.0,0.00021889692201295315,0.036036036036036036
101911016,,2349137.0,,92.0,,
101911017,217.0,18471212.0,,,1.1748010904752758e-05,
101911041,5197.0,7019540.0,,,0.0007403619040563912,
101911043,4978.0,7552152.0,,,0.0006591498688056067,
101911044,4756.0,7673578.0,,,0.0006197890996872646,
101911045,5477.0,7116339.0,,,0.0007696373092962547,
101911046,4545.0,7596028.0,,,0.0005983390266597226,
101911101,136968.0,5526427.0,,,0.02478418696202809,
101911102,117141.0,5636586.0,,,0.02078226075145487,
101911103,94984.0,5676608.0,,,0.016732527593943426,
101911105,94947.0,5203253.0,,,0.018247623169582568,
101911107,108736.0,4916458.0,,,0.0221167352594083,
101911108,78784.0,5401994.0,,,0.014584244262396441,
101911111,97175.0,5116107.0,,,0.018993934255088878,
101911112,101950.0,5095413.0,,,0.020008191681420134,
101911113,138634.0,5245061.0,,,0.02643134178992389,
101911114,91273.0,5572178.0,,,0.016380129995847224,
101911117,48718.0,3615128.0,,,0.013476148009143797,
101911118,48623.0,4790943.0,,,0.010148941450566204,
101911120,65459.0,4860488.0,,,0.013467577741165084,
101911122,68859.0,5399134.0,,,0.012753711984181166,
101911123,207.0,4644165.0,,,4.4572059778237854e-05,
101911125,89468.0,5634506.0,,,0.01587858811402455,
101912001,8680.0,50211130.0,130.0,413.0,0.00017287003897343078,0.31476997578692495
101912002,55130.0,79470018.0,103.0,832.0,0.0006937207438407778,0.12379807692307693
101912003,30935.0,21038604.0,64.0,378.0,0.0014703922370514699,0.1693121693121693
101912004,46508.0,10284389.0,82.0,296.0,0.004522193783218429,0.27702702702702703
101912006,,3730127.0,6.0,99.0,,0.06060606060606061
101912007,21217.0,9382757.0,28.0,188.0,0.0022612756570376917,0.14893617021276595
101912008,7155.0,43173705.0,36.0,712.0,0.00016572587411712753,0.05056179775280899
101912009,116463.0,14458923.0,275.0,512.0,0.008054749306016776,0.537109375
101912010,10629.0,20043279.0,104.0,428.0,0.0005303024520089751,0.24299065420560748
101912011,53372.0,16562795.0,78.0,425.0,0.0032224029821053754,0.18352941176470589
101912012,44822.0,16130204.0,14.0,517.0,0.0027787621284888894,0.027079303675048357
101912013,2692.0,5028073.0,32.0,63.0,0.0005353939769768657,0.5079365079365079
101912014,37456.0,13416335.0,34.0,308.0,0.002791820567986712,0.11038961038961038
101912015,1588.0,15295635.0,72.0,422.0,0.00010382046904231175,0.17061611374407584
101912016,,12768956.0,27.0,199.0,,0.135678391959799
101912017,16094.0,24774874.0,130.0,542.0,0.0006496097618902118,0.23985239852398524
101912018,16435.0,10193168.0,48.0,219.0,0.0016123544711516577,0.2191780821917808
101912019,5334.0,9308881.0,8.0,204.0,0.0005730012017556138,0.0392156862745098
101912020,234.0,13178654.0,9.0,202.0,1.7755986309375754e-05,0.04455445544554455
101912023,145678.0,12642193.0,223.0,448.0,0.01152315899622795,0.49776785714285715
101912024,12607.0,6309609.0,34.0,163.0,0.001998063588409361,0.2085889570552147
101912025,,6928941.0,,187.0,,
101912026,,7567799.0,,169.0,,
101912027,65793.0,19904439.0,118.0,776.0,0.0033054435746719614,0.15206185567010308
101912034,,4033364.0,,118.0,,
101912036,42452.0,20037360.0,64.0,674.0,0.0021186423760415542,0.09495548961424333
101912039,49152.0,11342655.0,,,0.0043333769739095475,
101912041,3538.0,4951182.0,,,0.0007145768424590331,
101912042,76832.0,8604621.0,,,0.008929155624634717,
101912043,366965.0,10753196.0,,,0.03412613329097693,
101912044,1711.0,4848232.0,,,0.0003529121543688503,
101912045,103748.0,6348855.0,,,0.016341214281945328,
101912046,34429.0,5793008.0,,,0.005943199111756794,
101912047,107585.0,6199154.0,,,0.017354787443576977,
101912048,13929.0,4848911.0,,,0.002872603766082735,
101912049,53320.0,8581850.0,,,0.006213112557315731,
101912050,35855.0,5443983.0,,,0.0065861704564470535,
101912051,38590.0,10201658.0,,,0.0037827184561568324,
101912052,48509.0,7130047.0,,,0.0068034614638585135,
101912053,14649.0,6779191.0,,,0.0021608773082215857,
101912054,60798.0,5504220.0,,,0.011045706748640135,
101912055,40294.0,10758035.0,,,0.0037454795415705565,
101912056,27366.0,5764027.0,,,0.004747722382285857,
101912057,52817.0,8250484.0,,,0.006401685040538228,
101912058,22215.0,6040024.0,,,0.0036779655180178093,
101912059,52451.0,6709345.0,,43.0,0.007817603655796505,
101912060,135231.0,8514415.0,,,0.01588259440020248,
101912061,21512.0,7078916.0,,,0.003038883354457095,
101912062,25637.0,4700720.0,,,0.0054538453683691005,
101912064,20737.0,11448803.0,,,0.0018112810570677126,
101912068,5284.0,5570177.0,,,0.0009486233561339254,
101912069,,,,,,
101912071,57.0,1503933.0,,,3.790062456239739e-05,
101912072,67284.0,8295168.0,,,0.008111228127025276,
101912075,90341.0,10905352.0,,,0.008284097569707058,
101912077,5620.0,5484848.0,,,0.0010246409745538984,
101912078,,4502124.0,,,,
101912079,12779.0,6029171.0,,,0.0021195285388322872,
101912080,144915.0,7894676.0,,,0.018356041463892882,
101912081,35817.0,8662577.0,5.0,133.0,0.004134681861990953,0.03759398496240601
101912082,312.0,5310683.0,,,5.874950547792064e-05,
101912097,,2443440.0,,11.0,,
101912098,63460.0,9276379.0,,,0.006841031398134983,
101912099,24004.0,7334117.0,,,0.003272922970822527,
101912100,63735.0,38466430.0,13.0,858.0,0.0016568992755501355,0.015151515151515152
101912102,9893.0,2264274.0,,,0.004369170868896609,
101912104,192294.0,5444369.0,,,0.035319795553901655,
101912105,327918.0,5352790.0,,,0.06126113671561933,
101912106,,4251838.0,,,,
101912107,383033.0,4516198.0,,,0.08481315478196483,
101912108,36722.0,4845428.0,,,0.007578690675003323,
101912109,331684.0,6140701.0,,,0.05401402869151258,
101912110,,4684295.0,,,,
101912111,470920.0,7554684.0,,,0.06233483756567449,
101912112,398986.0,5877289.0,,,0.06788606107339626,
101912113,80568.0,3520092.0,,,0.02288803815354826,
101912114,326979.0,25940115.0,,,0.012605148435155356,
101912115,176576.0,3930318.0,,,0.04492664461247156,
101912116,42866.0,5220487.0,,,0.008211111338846357,
101912117,199839.0,2947556.0,,,0.06779820298579568,
101912119,507872.0,6056623.0,,,0.08385398926101229,
101912120,247590.0,3913818.0,,,0.06326047864259401,
101912121,61566.0,3874532.0,,,0.015889919092163904,
101912122,386277.0,6785592.0,,,0.05692605744642472,
101912123,1575.0,3841854.0,,,0.0004099583170000734,
101912124,443602.0,3658244.0,,,0.12126091097258684,
101912125,3293.0,3171224.0,,,0.001038400314831119,
101912127,15985.0,5665607.0,,,0.002821409956603061,
101912128,417101.0,6514708.0,,,0.06402451191979748,
101912130,126053.0,5059564.0,,,0.02491380680232526,
101912131,194982.0,3814705.0,,,0.0511132577748476,
101912132,232029.0,5670613.0,,,0.040917798481398746,
101912133,261065.0,5451547.0,,,0.04788824163122871,
101912135,107659.0,3824259.0,,,0.028151597472869907,
101912136,305263.0,5234372.0,,,0.05831893491712091,
101912137,360044.0,5701959.0,,,0.06314391246938114,
101912138,214437.0,4155758.0,,,0.05159997285693729,
101912140,97460.0,4604915.0,,,0.021164342881464696,
101912144,185137.0,3904555.0,,,0.04741564659737153,
101912147,233997.0,4700280.0,,,0.049783629911409534,
101912148,285496.0,5731585.0,,,0.04981100341354093,
101912149,285038.0,6277474.0,,,0.045406480377298254,
101912151,193645.0,6025695.0,,,0.03213654192586913,
101912152,39273.0,7372674.0,,,0.005326832571194658,
101912153,133116.0,3297703.0,,,0.040366279194942664,
101912154,74841.0,3559323.0,,,0.021026751435596038,
101912155,141064.0,3508116.0,,,0.040210756998913376,
101912156,68517.0,4132553.0,,,0.016579823658643942,
101912157,68254.0,6371497.0,,,0.01071239616058832,
101912158,142195.0,4369258.0,,,0.03254442745198384,
101912159,227255.0,4257079.0,,,0.05338284772258161,
101912162,175266.0,3560940.0,,,0.04921902643683971,
101912163,186580.0,6228785.0,,,0.02995447747835252,
101912166,167885.0,3582678.0,,,0.046860197874327526,
101912167,182915.0,4051556.0,,,0.04514685222171432,
101912168,,3252239.0,,,,
101912169,3633.0,4748837.0,,,0.0007650294166761251,
101912170,310507.0,3712528.0,,,0.0836376183560097,
101912171,194101.0,5186576.0,,,0.03742372617310534,
101912172,2882.0,2772419.0,,,0.0010395254108415792,
101912173,133218.0,5631573.0,,,0.023655557692317936,
101912174,79330.0,4401638.0,,,0.018022836044218084,
101912175,215249.0,5893091.0,,,0.036525653515277465,
101912178,74454.0,5375095.0,,,0.01385166215666886,
101912179,34861.0,3620887.0,,,0.009627751432176701,
101912180,131226.0,2917261.0,,,0.04498260525883697,
101912181,290538.0,3984345.0,,,0.07291989022034989,
101912182,106936.0,3538421.0,,,0.03022138971026907,
101912185,4231.0,3505677.0,,,0.001206899551784149,
101912186,187397.0,4502001.0,,,0.041625268408425495,
101912187,122129.0,3424792.0,,,0.03566026783524372,
101912188,188567.0,4642577.0,,,0.04061688152937474,
101912189,5724.0,23615797.0,,,0.00024238013224791864,
101912192,135891.0,5133533.0,,,0.026471243099050887,
101912194,248441.0,5687714.0,,,0.04368029053500229,
101912195,22274.0,4060129.0,,,0.00548603258664934,
101912196,132552.0,5132430.0,,,0.025826362950882916,
101912197,57304.0,3095563.0,,,0.01851165684562065,
101912198,324955.0,3135840.0,,,0.10362614163987958,
101912199,59745.0,5110264.0,,,0.011691176815914011,
101912201,40174.0,4417908.0,,,0.009093444227448828,
101912203,39729.0,4403956.0,,,0.00902120729634901,
101912204,112370.0,2868499.0,,,0.039173797864318585,
101912207,88269.0,4325339.0,,,0.020407417776964996,
101912209,207508.0,5172484.0,,,0.040117668802842114,
101912210,167970.0,4192642.0,,,0.04006304378003178,
101912211,108316.0,5964882.0,,,0.01815895100691011,
101912212,132701.0,3794541.0,,,0.03497155518941553,
101912213,21831.0,3314543.0,,,0.006586428355281558,
101912214,548514.0,6829892.0,,,0.08031078675914641,
101912215,173951.0,6641978.0,,,0.026189638086726575,
101912216,343099.0,6718100.0,,,0.05107083848111817,
101912217,168408.0,4163692.0,,,0.04044679577644072,
101912218,709352.0,8585977.0,,,0.08261750526468915,
101912219,500811.0,8346889.0,,,0.05999971965602993,
101912220,3983.0,2591070.0,,,0.0015372027772310281,
101912221,188690.0,5708765.0,,,0.033052683023385966,
101912222,104167.0,3004739.0,,,0.03466757012838719,
101912223,108240.0,3953266.0,,,0.02737989297962748,
101912224,166196.0,4429664.0,,,0.037518872763261504,
101912225,,3602266.0,,,,
101912227,342900.0,6371043.0,,,0.05382164270434213,
101912228,157374.0,4349820.0,,,0.0361794281142668,
101912229,17676.0,4760981.0,,,0.003712680222836428,
101912231,175392.0,4288567.0,,,0.040897577209356877,
101912232,5397.0,3229623.0,,,0.0016710928798810264,
101912233,181425.0,3730257.0,,,0.04863605912407644,
101912234,1328.0,4275008.0,,,0.00031064269353414073,
101912237,334267.0,24272664.0,,,0.013771335523780992,
101912239,249286.0,3848975.0,,,0.06476685351294825,
101912240,225504.0,4621522.0,,,0.04879431494646136,
101912241,61924.0,4418077.0,,,0.01401605268536515,
101912242,251128.0,6500276.0,,,0.03863343648792759,
101912243,21243.0,3873942.0,,,0.005483561705363684,
101912244,209755.0,4292262.0,,,0.04886817253932775,
101912245,174992.0,5596623.0,,,0.03126742680362783,
101912247,,3572549.0,,,,
101912248,706127.0,8295508.0,,,0.0851216103944448,
101912249,72106.0,4587156.0,,,0.015719107874247136,
101912251,236655.0,6196725.0,,,0.03819033441051523,
101912252,236020.0,4297975.0,,,0.05491423286547735,
101912253,251722.0,5067414.0,,,0.04967464667382614,
101912254,,3985862.0,,,,
101912255,107528.0,7056774.0,,,0.015237557558170347,
101912256,507414.0,5745489.0,,,0.08831519823639032,
101912257,55967.0,3693619.0,,,0.015152347873454193,
101912258,150127.0,3785248.0,,,0.03966107372621292,
101912259,32554.0,4587763.0,,,0.007095832980038419,
101912260,185875.0,4900616.0,,,0.037928905264154544,
101912262,101915.0,3479043.0,,,0.029293975383460336,
101912263,89821.0,5075820.0,,,0.017695859979274284,
101912264,56277.0,22187559.0,,,0.0025364214242765506,
101912265,130705.0,3381752.0,,,0.03865008433498376,
101912267,350014.0,5295600.0,,,0.06609524888586751,
101912268,308717.0,3967801.0,,,0.07780556534967353,
101912269,141852.0,3844226.0,,,0.0369000157639015,
