Campus Number,Bilingual Spending,Account Amount,2020 EL Denominator,2020 All Students Denominator,Percentage Bilingual Spending,2020 EL Pop Percent
45905002,38755.0,1896201.0,,50.0,0.020438234132352004,
45905041,1768.0,1524521.0,,,0.0011597085248415732,
45905102,43836.0,2170346.0,,,0.020197701196030496,
46802001,,,,,,
46802004,,,,,,
46802007,,,,,,
46802008,,,,,,
46802010,,,,,,
46802011,,,,,,
46802014,,,,,,
46802015,,,,,,
46802016,,,,,,
46802017,,,,,,
46802019,,,,,,
46901001,35605.0,14946744.0,16.0,544.0,0.002382124160285344,0.029411764705882353
46901002,,4628417.0,,,,
46901038,,714340.0,7.0,106.0,,0.0660377358490566
46901041,,7484272.0,,,,
46901042,8545.0,6911457.0,,,0.0012363529137199292,
46901102,20202.0,3406761.0,,,0.0059299727805971715,
46901103,41073.0,3254714.0,,,0.012619541993551506,
46901104,,2701115.0,,,,
46901105,,3124984.0,,,,
46901106,,2973116.0,,,,
46901107,,2957279.0,,,,
46901108,,2970086.0,,,,
46901109,,4181936.0,,,,
46901110,149002.0,4315018.0,,,0.03453102629004097,
46901111,,7107619.0,,,,
46902001,71434.0,20461743.0,22.0,560.0,0.0034911004404658977,0.039285714285714285
46902002,5466.0,22688269.0,9.0,651.0,0.0002409174538612884,0.013824884792626729
46902003,5466.0,11321588.0,6.0,225.0,0.00048279446310888543,0.02666666666666667
46902004,,44028195.0,,,,
46902007,,2682011.0,,80.0,,
46902008,,294924.0,,,,
46902041,3077.0,5431736.0,,,0.0005664855582082781,
46902042,67483.0,6793961.0,,,0.00993279178376208,
46902044,71314.0,5349896.0,,,0.013329978750988803,
46902045,17786.0,6933796.0,,,0.00256511728928858,
46902046,4966.0,7552230.0,,,0.0006575541263971039,
46902047,4966.0,8723392.0,,,0.0005692739704922122,
46902048,37512.0,6399105.0,,,0.005862069773819933,
46902101,197.0,4045797.0,,,4.8692507310673275e-05,
46902102,,6754409.0,,,,
46902104,197.0,5248150.0,,,3.753703686060802e-05,
46902105,1728.0,3477082.0,,,0.0004969684350268415,
46902107,82222.0,5393594.0,,,0.01524438064859906,
46902110,591.0,3149393.0,,,0.00018765520847985627,
46902111,3259.0,6302106.0,,,0.0005171287185585263,
46902112,197.0,4948987.0,,,3.980612598093307e-05,
46902113,2111.0,4036804.0,,,0.0005229384433824382,
46902114,197.0,5164826.0,,,3.8142620874352786e-05,
46902115,3062.0,5910841.0,,,0.0005180311904854148,
46902117,63465.0,5614548.0,,,0.011303670393413682,
46902119,66127.0,5614251.0,,,0.01177841888437122,
46902120,,4611497.0,,,,
46902121,,4434496.0,,,,
46902122,80277.0,4465083.0,,,0.017978837123520438,
46902123,,5022738.0,,,,
46902125,,5003795.0,,,,
46902201,,267072.0,,105.0,,
46902206,,1346065.0,,,,
46902210,,265179.0,,,,
47901001,6429.0,3003393.0,,72.0,0.002140579005145181,
47901041,12480.0,2286227.0,,,0.005458775528414283,
47901101,64796.0,4432580.0,,,0.014618123079560888,
47901103,,712218.0,,,,
47902001,60.0,2140572.0,,44.0,2.802989107584328e-05,
47902041,2224.0,1023296.0,,,0.002173369191319032,
47902101,11897.0,2380811.0,,,0.004997036724040674,
47903001,27939.0,1577463.0,,14.0,0.01771135044054916,
47905001,300.0,1682161.0,,9.0,0.00017834202552549964,
48901001,28912.0,2163348.0,,11.0,0.013364470256287939,
48901007,,,,,,
48901102,,,,,,
48903001,4723.0,3104044.0,,20.0,0.001521563482991865,
48903190,,,,,,
48903191,,,,,,
48903195,,,,,,
49901001,35934.0,11767857.0,24.0,199.0,0.0030535721159765964,0.12060301507537688
49901041,42496.0,3907824.0,,,0.010874594147535815,
49901101,67517.0,5205741.0,,,0.012969719392493787,
49901104,52147.0,3390443.0,,,0.01538058595882603,
49901107,73619.0,4889518.0,,,0.015056494321117133,
49902001,197.0,2444986.0,,40.0,8.057305849604047e-05,
49902101,1860.0,2171554.0,,,0.0008565294715213161,
49903001,2674.0,2561692.0,,55.0,0.0010438413361169101,
49903041,,1405576.0,,,,
49903101,123303.0,2125228.0,,,0.0580187161095186,
49905001,2350.0,4899018.0,,77.0,0.00047968797011972605,
49905002,,24750.0,,,,
49905042,1150.0,1995745.0,,,0.0005762259206461747,
49905101,,3490302.0,,,,
49906001,2583.0,4900335.0,,44.0,0.0005271068202480035,
49907001,,1922082.0,,46.0,,
49907101,,1651696.0,,,,
49908101,1345.0,1179823.0,,,0.0011400015087008814,
49909101,,619732.0,,,,
50901001,7427.0,1536463.0,,18.0,0.004833829386063967,
50901101,171.0,949811.0,,,0.00018003581765214341,
50902001,13216.0,13868403.0,,191.0,0.0009529575972085611,
50902041,12565.0,3580948.0,,,0.0035088473778451964,
50902101,12635.0,4497823.0,,,0.0028091367757246116,
50902102,-802.0,2527733.0,,,-0.00031728034566942,
50902103,12184.0,4621990.0,,,0.002636093976836817,
50904001,522.0,2272640.0,,14.0,0.00022968882005068995,
50909001,,3618221.0,,21.0,,
50910001,83491.0,18815708.0,12.0,498.0,0.004437303129916769,0.024096385542168676
50910005,31557.0,1410742.0,,73.0,0.022369079534032447,
50910041,81103.0,6461098.0,,,0.012552510424698713,
50910042,127148.0,6337991.0,,,0.02006124653695469,
50910101,126893.0,5147842.0,,,0.02464974643743922,
50910102,83415.0,3001432.0,,,0.02779173407893299,
50910104,414462.0,5471265.0,,,0.07575249965044648,
50910105,44987.0,2407820.0,,,0.018683705592610744,
50910106,83537.0,3428449.0,,,0.024365828396455656,
50910107,85383.0,4932949.0,,,0.01730871330719211,
50910110,1453.0,4483178.0,,,0.0003241004483872824,
51901001,500.0,2086185.0,,14.0,0.00023967193705256245,
52901001,52111.0,3608352.0,8.0,85.0,0.0144417728647316,0.09411764705882353
52901041,8968.0,2512206.0,,,0.0035697709503121956,
52901101,318431.0,4895869.0,,,0.0650407517031195,
53001001,4469.0,2564987.0,,51.0,0.0017423090253478868,
53001041,5417.0,1552405.0,,,0.003489424473639289,
53001103,71038.0,2630673.0,,,0.027003736306260795,
54901001,,2093943.0,,15.0,,
54901101,2928.0,1322816.0,,,0.002213459770671053,
54901200,,,,,,
54902001,1164.0,2786346.0,,16.0,0.000417751420677834,
54903001,130.0,1825677.0,,35.0,7.120646204120445e-05,
54903002,,52863.0,,,,
54903041,115.0,1103019.0,,,0.00010425931012974391,
54903102,33979.0,1748872.0,,,0.01942909486800635,
55901001,,9795931.0,,30.0,,
56901001,54789.0,4533372.0,9.0,128.0,0.012085705739568691,0.0703125
56901042,408.0,2684677.0,,,0.00015197358937406622,
56901104,43178.0,3152289.0,,,0.013697348180956758,
56901105,5960.0,2236155.0,,,0.0026652893023963006,
56902001,2220.0,2375877.0,,10.0,0.0009343918056364029,
57802001,,,5.0,30.0,,0.16666666666666666
57803002,,,,124.0,,
57803003,,,,,,
57803004,,,36.0,109.0,,0.3302752293577982
57803005,,,17.0,87.0,,0.19540229885057472
57803006,,,25.0,126.0,,0.1984126984126984
57803007,,,6.0,66.0,,0.09090909090909091
57803008,,,,,,
57803009,,,6.0,69.0,,0.08695652173913043
57803010,,,24.0,84.0,,0.2857142857142857
57803011,,,,,,
57803012,,,,,,
57803013,,,10.0,76.0,,0.13157894736842105
57803014,,,19.0,62.0,,0.3064516129032258
57803015,,,,,,
57803016,,,,,,
57803017,,,,,,
57803018,,,,,,
57803019,,,,,,
57803041,,,,,,
57803043,,,,,,
57803044,,,,,,
57803045,,,,,,
57803046,,,,,,
57803047,,,,,,
57803048,,,,,,
57803049,,,,,,
57803050,,,,,,
57803051,,,,,,
57803101,,,,,,
57803102,,,,,,
57803103,,,,,,
57803104,,,,,,
57803105,,,,,,
57803106,,,,,,
57803107,,,,,,
57803108,,,,,,
57803109,,,,,,
57803110,,,,,,
57803111,,,,,,
57803112,,,,,,
57803114,,,,,,
57803116,,,,,,
57804001,,,69.0,209.0,,0.33014354066985646
57804002,,,91.0,388.0,,0.2345360824742268
57804003,,,107.0,196.0,,0.5459183673469388
57804004,,,49.0,271.0,,0.18081180811808117
57804005,,,12.0,179.0,,0.0670391061452514
57804006,,,82.0,242.0,,0.33884297520661155
57804007,,,11.0,201.0,,0.05472636815920398
57804008,,,56.0,279.0,,0.2007168458781362
57804009,,,28.0,203.0,,0.13793103448275862
57804010,,,34.0,206.0,,0.1650485436893204
57804011,,,20.0,194.0,,0.10309278350515463
57804012,,,36.0,204.0,,0.17647058823529413
57804013,,,22.0,155.0,,0.14193548387096774
57805101,,,,,,
57806101,,,5.0,31.0,,0.16129032258064516
57807001,,,6.0,115.0,,0.05217391304347826
57807002,,,,224.0,,
57807041,,,,,,
57807101,,,,,,
57807102,,,,,,
57807104,,,,,,
57807105,,,,,,
57807106,,,,,,
57808101,,,,21.0,,
57808102,,,,7.0,,
57809101,,,,,,
57810101,,,,,,
57813101,,,,,,
57813104,,,,,,
57813105,,,,,,
57814001,,,,,,
57814002,,,,,,
57814003,,,,,,
57814005,,,,,,
57816101,,,,,,
57816102,,,,,,
57819001,,,,5.0,,
57827101,,,,,,
57827102,,,,,,
57828001,,,13.0,70.0,,0.18571428571428572
57828002,,,11.0,81.0,,0.13580246913580246
57828003,,,17.0,128.0,,0.1328125
57828004,,,9.0,85.0,,0.10588235294117647
57828005,,,14.0,123.0,,0.11382113821138211
57828006,,,8.0,74.0,,0.10810810810810811
57829001,,,,,,
57829002,,,,,,
57830001,,,,,,
57830002,,,23.0,77.0,,0.2987012987012987
57831001,,,,,,
57831002,,,,22.0,,
57833001,,,,,,
57833002,,,,,,
57833003,,,,,,
57834001,,,20.0,227.0,,0.0881057268722467
57834003,,,5.0,56.0,,0.08928571428571429
57834004,,,7.0,122.0,,0.05737704918032787
57835001,,,,,,
57835101,,,,,,
57835102,,,,,,
57835103,,,,,,
57835104,,,,,,
57835105,,,,,,
57836041,,,,,,
57836101,,,,,,
57839101,,,,,,
57839103,,,,,,
57840001,,,5.0,232.0,,0.021551724137931036
57841001,,,,,,
57841002,,,,,,
57844001,,,,,,
57844101,,,,,,
57844102,,,,,,
57845001,,,,54.0,,
57845002,,,,,,
57846001,,,,,,
57846003,,,,8.0,,
57847001,,,,36.0,,
57848001,,,,,,
57848002,,,,,,
57848003,,,22.0,140.0,,0.15714285714285714
57848004,,,,,,
57848005,,,,,,
57848006,,,21.0,87.0,,0.2413793103448276
57848007,,,,,,
57848008,,,,,,
57848009,,,6.0,109.0,,0.05504587155963303
57848010,,,,,,
57848011,,,,,,
57848012,,,,,,
57848013,,,,,,
57848014,,,,,,
57848015,,,,,,
57848016,,,,,,
57848017,,,,,,
57848018,,,,,,
57848019,,,,,,
57848020,,,,,,
57848021,,,,,,
57848022,,,,,,
57848023,,,,,,
57848024,,,,,,
57848025,,,,,,
57848026,,,,,,
57848027,,,,,,
57848028,,,,,,
57848030,,,,,,
57848031,,,,,,
57848032,,,,,,
57848033,,,,,,
57848034,,,,,,
57850001,,,,,,
57850002,,,,,,
57850003,,,,,,
57850004,,,,,,
57850005,,,,,,
57850006,,,,,,
57851101,,,,,,
57903001,96349.0,33026444.0,82.0,484.0,0.0029173289137637707,0.16942148760330578
57903002,94038.0,19100590.0,94.0,458.0,0.004923303416281905,0.2052401746724891
57903003,,1744648.0,15.0,71.0,,0.2112676056338028
57903005,,2254309.0,,,,
57903006,306.0,20658518.0,53.0,386.0,1.4812291956276825e-05,0.13730569948186527
57903007,38055.0,13974754.0,23.0,206.0,0.0027231248578686966,0.11165048543689321
57903009,,10944.0,,,,
57903010,,1810327.0,,83.0,,
57903041,154370.0,17640534.0,,,0.008750868879592874,
57903042,48036.0,8462577.0,,,0.005676285131585804,
57903044,95386.0,6174610.0,,,0.015448101175620808,
57903045,60595.0,8441900.0,,,0.007177886494746443,
57903046,113014.0,8538768.0,,,0.013235398830369909,
57903047,80306.0,6112890.0,,,0.013137157711000852,
57903102,144365.0,5346314.0,,,0.02700271626395307,
57903103,186197.0,4655632.0,,,0.03999392563673417,
57903105,127078.0,4703872.0,,,0.027015616071185612,
57903106,141198.0,4938440.0,,,0.02859162002575712,
57903109,51741.0,4286815.0,,,0.01206980007301458,
57903110,147362.0,4232681.0,,,0.0348152861035358,
57903111,136928.0,4268070.0,,,0.03208194804677524,
57903112,306.0,3686177.0,,,8.301283416395903e-05,
57903113,103504.0,3918555.0,,,0.026413818359063482,
57903114,34388.0,4101832.0,,,0.00838357104825356,
57903116,41761.0,4680069.0,,,0.008923159038894513,
57903117,34999.0,1790588.0,,,0.019546093238645628,
57903118,457.0,3500881.0,,,0.00013053857014848547,
57903120,39144.0,4550772.0,,,0.008601617483802749,
57903121,36303.0,5991314.0,,,0.006059271805817555,
57903122,6010.0,4522892.0,,,0.00132879582355714,
57903123,9976.0,4277137.0,,,0.0023324013235956668,
57903124,131067.0,4601022.0,,,0.028486497130420153,
57903125,179463.0,8078877.0,,,0.022213854722630384,
57903126,,3526560.0,,,,
57903128,37049.0,5548559.0,,,0.006677229168870692,
57903129,116318.0,8669696.0,,,0.01341661806826906,
57903131,149160.0,4946000.0,,,0.030157703194500608,
57903132,25063.0,5772036.0,,,0.004342142010202292,
57903135,117693.0,7601215.0,,,0.015483445738608893,
57904001,,15452163.0,13.0,545.0,,0.023853211009174313
57904003,,1593055.0,6.0,85.0,,0.07058823529411765
57904007,,,,,,
57904041,8.0,4574406.0,,,1.748860945005756e-06,
57904042,857.0,4349262.0,,,0.00019704492394341844,
57904043,,1457813.0,,,,
57904101,,1839014.0,,,,
57904102,,3315123.0,,,,
57904104,797.0,2690749.0,,,0.0002962000543343136,
57904105,141033.0,3568312.0,,,0.0395237299877365,
57904107,,3405234.0,,,,
57904108,,3209583.0,,,,
57904110,,2685206.0,,,,
57905001,33485.0,20715550.0,127.0,463.0,0.0016164185841071078,0.27429805615550756
57905002,13355.0,13367403.0,109.0,353.0,0.0009990721458760538,0.3087818696883853
57905003,764.0,9394033.0,12.0,56.0,8.132822186168602e-05,0.21428571428571427
57905005,15198.0,26646798.0,170.0,559.0,0.0005703499534915978,0.3041144901610018
57905006,41284.0,17508059.0,88.0,270.0,0.002357999821682118,0.32592592592592595
57905007,50644.0,21746213.0,252.0,402.0,0.0023288652603559064,0.6268656716417911
57905008,34564.0,17336305.0,99.0,334.0,0.001993735112528304,0.2964071856287425
57905009,2226.0,6800912.0,17.0,119.0,0.00032730904325772777,0.14285714285714285
57905011,1089.0,1394602.0,,,0.0007808679465539272,
57905012,5917.0,30072284.0,97.0,260.0,0.00019675924848275574,0.3730769230769231
57905013,6658.0,26897257.0,53.0,202.0,0.00024753453484122935,0.2623762376237624
57905014,53774.0,21118674.0,154.0,441.0,0.0025462772899472763,0.3492063492063492
57905015,15827.0,29254716.0,109.0,363.0,0.0005410067901530817,0.3002754820936639
57905016,2838.0,27447861.0,65.0,298.0,0.00010339603512273688,0.2181208053691275
57905017,14966.0,15573121.0,249.0,459.0,0.0009610148152062775,0.5424836601307189
57905018,14717.0,18287942.0,108.0,446.0,0.0008047378977907957,0.242152466367713
57905021,33313.0,33711305.0,207.0,542.0,0.0009881848240523468,0.38191881918819187
57905022,1118.0,21107136.0,142.0,459.0,5.296786830766618e-05,0.3093681917211329
57905023,24969.0,27112826.0,64.0,293.0,0.0009209294523558702,0.21843003412969283
57905024,37331.0,11121350.0,93.0,226.0,0.0033566968038952105,0.41150442477876104
57905025,52569.0,38449220.0,202.0,1055.0,0.0013672318970319815,0.19146919431279621
57905026,3189.0,3293003.0,,95.0,0.0009684169738077979,
57905028,37053.0,11668337.0,143.0,364.0,0.003175516785296825,0.39285714285714285
57905029,,3456652.0,,,,
57905030,,1141657.0,,,,
57905032,1386.0,7164598.0,18.0,119.0,0.0001934511887477846,0.15126050420168066
57905033,380.0,3626702.0,5.0,112.0,0.0001047783909458235,0.044642857142857144
57905034,,7650548.0,,249.0,,
57905035,3366.0,4432864.0,,57.0,0.0007593285063561616,
57905036,,3722636.0,,123.0,,
57905037,128.0,3336947.0,,77.0,3.835841564160294e-05,
57905038,2867.0,3002120.0,,96.0,0.0009549918057905747,
57905039,63.0,2697806.0,,69.0,2.3352309246847252e-05,
57905042,2561.0,7012617.0,,,0.00036519889792926096,
57905043,2797.0,5341161.0,,,0.0005236689176753893,
57905045,4885.0,7093284.0,,,0.0006886796017190345,
57905046,4265.0,7435535.0,,,0.0005735969234224572,
57905047,37364.0,9493752.0,,,0.003935641040549616,
57905048,31953.0,7493210.0,,,0.004264260577242597,
57905049,8551.0,12513258.0,,,0.0006833552061341659,
57905050,1089.0,10656797.0,,,0.00010218830292066181,
57905051,2859.0,6264584.0,,,0.00045637507614232646,
57905052,4904.0,9654924.0,,,0.0005079273539594926,
57905053,,10406627.0,,,,
57905054,54390.0,7369498.0,,,0.007380421298709899,
57905055,5398.0,6653855.0,,,0.0008112590370544594,
57905056,6965.0,28106383.0,,,0.0002478084782378437,
57905058,4271.0,6090349.0,,,0.0007012734409801475,
57905059,5562.0,8693933.0,,,0.0006397564830554824,
57905060,3489.0,4864250.0,,,0.0007172739887958061,
57905062,6183.0,8330089.0,,,0.000742248972369923,
57905068,13318.0,6635776.0,,,0.0020069996335017938,
57905069,6583.0,10527422.0,,,0.0006253192851963188,
57905071,3268.0,5542503.0,,,0.000589625301059828,
57905072,505.0,4184563.0,,,0.00012068165779795884,
57905073,5431.0,3408726.0,,,0.0015932638762986523,
57905076,4338.0,7376240.0,,,0.0005881045085300912,
57905077,,6547175.0,,,,
57905079,50185.0,8988977.0,,,0.005582948982959908,
57905083,46300.0,7375698.0,,,0.006277371985675118,
57905085,,2985544.0,22.0,69.0,,0.3188405797101449
57905088,,3233598.0,,109.0,,
57905090,,2314308.0,,51.0,,
57905096,,,,,,
57905099,,,,5.0,,
57905100,2704.0,6740850.0,,,0.00040113635520742935,
57905101,181782.0,5116617.0,,,0.03552777157250582,
57905102,101874.0,8348912.0,,,0.012202068964195574,
57905103,91830.0,4319523.0,,,0.021259291824583408,
57905104,165405.0,5828359.0,,,0.0283793431392953,
57905105,167437.0,6200985.0,,,0.027001677959227446,
57905107,175020.0,6396622.0,,,0.02736131664494166,
57905108,114677.0,4175828.0,,,0.027462098534709763,
57905109,99503.0,4559470.0,,,0.02182336982149241,
57905110,156551.0,5709115.0,,,0.027421237792547532,
57905112,148371.0,4138715.0,,,0.035849533007225674,
57905114,58733.0,3419104.0,,,0.017177892219716044,
57905115,105798.0,4387481.0,,,0.024113608697108886,
57905116,188912.0,5422641.0,,,0.03483763723248506,
57905117,89548.0,4448867.0,,,0.020128270860873116,
57905118,45327.0,3735738.0,,,0.012133345539756804,
57905119,132395.0,5178720.0,,,0.02556519757777984,
57905120,186217.0,5770636.0,,,0.0322697532819606,
57905121,43324.0,3047543.0,,,0.014216042234678887,
57905122,65700.0,4385763.0,,,0.014980289632613527,
57905125,156855.0,6212342.0,,,0.025248931884303858,
57905126,81132.0,5704227.0,,,0.014223136631834603,
57905128,56118.0,4643947.0,,,0.012084117239064099,
57905129,101298.0,4913008.0,,,0.02061832588100813,
57905130,143433.0,5342559.0,,,0.026847246796900138,
57905131,99216.0,3845609.0,,,0.02579981480176482,
57905133,147210.0,5597924.0,,,0.026297248765792463,
57905134,,4936443.0,,,,
57905135,88254.0,3793457.0,,,0.023264795145957896,
57905136,102761.0,4977046.0,,,0.020646986184174307,
57905137,109652.0,4341196.0,,,0.02525847715698623,
57905139,54399.0,5185335.0,,,0.01049093260126877,
57905141,122386.0,2930203.0,,,0.041767072110703594,
57905142,52868.0,5989064.0,,,0.008827422782591738,
57905145,191256.0,5723883.0,,,0.03341368088760724,
57905147,180818.0,6799461.0,,,0.026592990238490963,
57905148,102772.0,4931218.0,,,0.020841098487229728,
57905149,132439.0,4243568.0,,,0.031209350244888263,
57905152,101400.0,4310323.0,,,0.023524919130190475,
57905153,45232.0,4273723.0,,,0.010583746302696736,
57905154,146180.0,6598348.0,,,0.02215403006934463,
57905155,94635.0,4154626.0,,,0.022778223599428684,
57905156,125913.0,6059362.0,,,0.02077991049222674,
57905157,89063.0,3499566.0,,,0.025449727194743577,
57905158,95111.0,4030253.0,,,0.0235992628750602,
57905159,194877.0,6437177.0,,,0.030273674314066554,
57905160,71898.0,2992029.0,,,0.02402984730428749,
57905161,128779.0,5976744.0,,,0.021546681604565965,
57905162,64958.0,5080836.0,,,0.012784903901641383,
57905163,55034.0,4011886.0,,,0.01371773774229876,
57905164,139047.0,6610109.0,,,0.021035507886481147,
57905166,183350.0,5586524.0,,,0.03282005053589674,
57905167,153425.0,6018011.0,,,0.025494303682728398,
57905168,151200.0,4142939.0,,,0.03649583061686402,
57905169,121465.0,5411154.0,,,0.022447152677598902,
57905170,118954.0,4713888.0,,,0.02523479556578349,
57905171,27430.0,6962238.0,,,0.003939825096470417,
57905172,131028.0,5398340.0,,,0.024271905808081744,
57905173,126057.0,6855441.0,,,0.018387876141009746,
57905174,73424.0,4268543.0,,,0.017201185509903495,
57905175,82910.0,4196066.0,,,0.019758983771942577,
57905176,191736.0,5505442.0,,,0.034826631540210574,
57905177,116292.0,4491391.0,,,0.025892201324712098,
57905178,84093.0,4029342.0,,,0.02087015696359356,
57905180,115282.0,13865375.0,,,0.008314380245756064,
57905181,164921.0,6188479.0,,,0.02664968241792531,
57905182,194096.0,5586790.0,,,0.03474195378741639,
57905183,50034.0,4256355.0,,,0.011755128507842978,
57905184,63979.0,2883583.0,,,0.022187327363214444,
57905185,100269.0,3052530.0,,,0.03284783441931775,
57905186,45554.0,3881737.0,,,0.011735467910371052,
57905187,147360.0,6206122.0,,,0.02374429635769326,
57905188,117234.0,5078577.0,,,0.023084025308664217,
57905189,61075.0,3045221.0,,,0.020056015638930638,
57905190,95818.0,4412908.0,,,0.021713119784051695,
57905191,165.0,4657219.0,,,3.542886860162685e-05,
57905192,118074.0,3023851.0,,,0.039047558890963875,
57905193,128013.0,4670432.0,,,0.027409241800330247,
57905194,101937.0,4178595.0,,,0.024395041874122763,
57905195,108371.0,4368728.0,,,0.02480607627666451,
57905197,118487.0,3171062.0,,,0.03736508463095329,
57905198,101891.0,4595305.0,,,0.02217284815697761,
57905199,98448.0,4649414.0,,,0.021174281318032766,
57905200,83906.0,5394532.0,,,0.015553897909957712,
57905201,271.0,5018104.0,,,5.4004460648882523e-05,
57905202,135264.0,4668967.0,,,0.028970862291380513,
57905203,148909.0,5238559.0,,,0.028425565122011606,
57905204,188382.0,7195748.0,,,0.026179627190946655,
57905205,153914.0,5231025.0,,,0.02942329658145392,
57905206,155932.0,11870982.0,,,0.013135560310006367,
57905207,123903.0,3936591.0,,,0.03147469472952613,
57905208,119102.0,5673391.0,,,0.020993088613141593,
57905209,195793.0,5984988.0,,,0.03271401713754481,
57905210,131499.0,6031987.0,,,0.0218002790788508,
57905211,155129.0,5665418.0,,,0.027381739529192727,
57905212,50242.0,5370663.0,,,0.009354897151431769,
57905213,60561.0,3233561.0,,,0.018728887440193645,
57905215,,2571428.0,,,,
57905216,144352.0,6572571.0,,,0.02196279051226681,
57905217,,7209920.0,,,,
57905218,181010.0,8506861.0,,,0.021278118920715877,
57905219,118.0,2920157.0,,,4.040878623991792e-05,
57905220,42541.0,3179665.0,,,0.013379082387610016,
57905222,143081.0,5118797.0,,,0.027952075458354767,
57905224,113143.0,3945541.0,,,0.028676168870124526,
57905225,77902.0,4933928.0,,,0.015789042726201113,
57905226,94746.0,4436265.0,,,0.021357155174454186,
57905229,166511.0,6237842.0,,,0.026693686694853766,
57905230,74750.0,4207828.0,,,0.017764509385839917,
57905232,91580.0,4930627.0,,,0.018573702695417846,
57905233,138643.0,4436980.0,,,0.031247154596144223,
57905234,164004.0,5096400.0,,,0.0321803626089004,
57905235,39506.0,3387014.0,,,0.011663961235471717,
57905236,86255.0,4525525.0,,,0.01905966711044575,
57905237,103580.0,4534385.0,,,0.022843230118307113,
57905239,132585.0,4639669.0,,,0.02857639197968648,
57905240,111987.0,5227962.0,,,0.021420775437923995,
57905244,149337.0,5679686.0,,,0.026293178883480532,
57905247,137014.0,5172487.0,,,0.026488998425708947,
57905250,94191.0,3455175.0,,,0.02726084785864681,
57905260,114902.0,4402432.0,,,0.026099664912484735,
57905263,33823.0,3254619.0,,,0.010392307056524896,
57905264,47106.0,4907965.0,,,0.00959786795545608,
57905265,134059.0,6380025.0,,,0.021012300108541895,
57905266,84616.0,4351779.0,,,0.019444002096613823,
57905270,91378.0,23143952.0,,,0.003948245312641506,
57905271,222816.0,5936573.0,,,0.03753276511549677,
57905272,93439.0,4092419.0,,,0.022832217326720455,
57905273,128613.0,4317539.0,,,0.029788497567711607,
57905274,151708.0,5864916.0,,,0.025867037140855895,
57905275,153632.0,5138217.0,,,0.029899866043026208,
57905276,146639.0,5975446.0,,,0.024540260258397447,
57905277,80645.0,4192983.0,,,0.019233323865133725,
57905278,164350.0,5144507.0,,,0.03194669576696076,
57905279,107695.0,5236743.0,,,0.020565263561721475,
57905280,218230.0,8784335.0,,,0.02484308715457687,
57905281,113225.0,6443038.0,,,0.01757323175806196,
57905283,99811.0,3827936.0,,,0.02607436487966361,
57905284,184260.0,6336652.0,,,0.02907844710424369,
57905285,59061.0,2735597.0,,,0.021589802883977428,
57905286,159834.0,6010530.0,,,0.026592330460042626,
57905287,132254.0,4522995.0,,,0.02924035954052569,
57905289,162067.0,4445436.0,,,0.03645694145636109,
57905300,21896.0,1162149.0,,,0.018840957570845047,
57905301,145430.0,7037468.0,,,0.02066510284664882,
57905302,,,,,,
57905303,151708.0,5428832.0,,,0.027944869172595505,
57905304,86986.0,5354677.0,,,0.016244864069298672,
57905305,158584.0,5624905.0,,,0.028193187262718213,
57905306,66571.0,5018161.0,,,0.013266015179664423,
57905312,,,,,,
57905352,11080.0,8960386.0,,,0.0012365538716747246,
57905353,6852.0,9826017.0,,,0.0006973323982647292,
57905354,1105.0,7150807.0,,,0.00015452801341163313,
57905359,6874.0,3842263.0,,,0.0017890498385977223,
57905360,2536.0,4934849.0,,,0.000513896169872675,
57905361,,,,,,
57905362,,6357104.0,,,,
57905363,118394.0,5517714.0,,,0.021457074433361353,
57905380,7304.0,9053723.0,54.0,200.0,0.0008067399455450537,0.27
57905381,1223.0,4472033.0,,30.0,0.0002734774094913879,
57905382,902.0,2925849.0,,,0.00030828658621822247,
57905383,,3644265.0,,,,
57905384,30772.0,3404390.0,,,0.009038917397830448,
57905385,57905.0,2756134.0,,,0.021009500989429396,
57905386,58118.0,3203917.0,,,0.018139670909077858,
57905387,,1210526.0,,,,
57906001,1484.0,20733426.0,17.0,747.0,7.157524279875405e-05,0.022757697456492636
57906008,,984919.0,,,,
57906041,557.0,4330436.0,,,0.0001286244618324806,
57906042,597.0,4538350.0,,,0.00013154560578183702,
57906043,1915.0,5661823.0,,,0.0003382302837796236,
57906102,529.0,3500952.0,,,0.0001511017574648267,
57906106,578.0,3917237.0,,,0.00014755298185940754,
57906107,33023.0,3887125.0,,,0.00849548187928096,
57906108,132206.0,4068669.0,,,0.03249367299232255,
57906109,527.0,4030360.0,,,0.00013075755019402734,
57906110,,3415871.0,,,,
57906112,561.0,2787406.0,,,0.0002012623923461455,
57907001,,35588640.0,69.0,1000.0,,0.069
57907004,,1312490.0,12.0,65.0,,0.18461538461538463
57907007,,6420.0,,,,
57907041,,4974048.0,,,,
57907042,,5048606.0,,,,
57907043,,6779120.0,,,,
57907101,779312.0,3860772.0,,,0.20185392973218827,
57907102,71857.0,3344648.0,,,0.021484174119369214,
57907103,22742.0,2896824.0,,,0.007850666799225635,
57907104,43399.0,3876031.0,,,0.011196762874187539,
57907105,362451.0,3476848.0,,,0.10424700763450113,
57907106,,2517828.0,,,,
57907107,45255.0,3636089.0,,,0.012446064989058299,
57907108,14425.0,3778310.0,,,0.0038178444860268216,
57907109,37901.0,4090140.0,,,0.009266430977912736,
